Salary Structure,Grade Level,Step,Grade Level/Step,Annual Salary
DMO,14,10,DMO/14/10,4399175
DMO,15,1,DMO/15/1,5025517
DMO,15,2,DMO/15/2,5164597
DMO,15,3,DMO/15/3,5303677
DMO,15,4,DMO/15/4,5442758
DMO,15,5,DMO/15/5,5581838
DMO,15,6,DMO/15/6,5720918
DMO,15,7,DMO/15/7,5859998
DMO,15,8,DMO/15/8,5999078
DMO,15,9,DMO/15/9,6138159
DMO,15,10,DMO/15/10,6277238
DMO,16,1,DMO/16/1,6273906
DMO,16,2,DMO/16/2,6460376
DMO,16,3,DMO/16/3,6586846
DMO,16,4,DMO/16/4,6743316
DMO,16,5,DMO/16/5,6899786
DMO,16,6,DMO/16/6,7056256
DMO,16,7,DMO/16/7,7212726
DMO,16,8,DMO/16/8,7369196
DMO,16,9,DMO/16/9,7525666
DMO,16,10,DMO/16/10,7682136
DMO,17,1,DMO/17/1,7600767
DMO,17,2,DMO/17/2,7835463
DMO,17,3,DMO/17/3,8070167
DMO,17,4,DMO/17/4,8304862
DMO,17,5,DMO/17/5,8539558
DMO,17,6,DMO/17/6,8774255
DMO,17,7,DMO/17/7,9008958
DMO,17,8,DMO/17/8,9243653
DMO,17,9,DMO/17/9,9478350
DMO,17,10,DMO/17/10,9713046
DMO,D,G,DMO/D/G,11073725
BPE  ,1,1,BPE  /1/1,491568
BPE  ,1,2,BPE  /1/2,503485
BPE  ,1,3,BPE  /1/3,515402
BPE  ,1,4,BPE  /1/4,527319
BPE  ,1,5,BPE  /1/5,539235
BPE  ,1,6,BPE  /1/6,551152
BPE  ,1,7,BPE  /1/7,563069
BPE  ,1,8,BPE  /1/8,574986
BPE  ,1,9,BPE  /1/9,586902
BPE  ,1,10,BPE  /1/10,598819
BPE  ,1,11,BPE  /1/11,610736
BPE  ,1,12,BPE  /1/12,622653
BPE  ,1,13,BPE  /1/13,634569
BPE  ,1,14,BPE  /1/14,646486
BPE  ,1,15,BPE  /1/15,658403
BPE  ,2,1,BPE  /2/1,566048
BPE  ,2,2,BPE  /2/2,580348
BPE  ,2,3,BPE  /2/3,594648
BPE  ,2,4,BPE  /2/4,608948
BPE  ,2,5,BPE  /2/5,623247
BPE  ,2,6,BPE  /2/6,637547
BPE  ,2,7,BPE  /2/7,651847
BPE  ,2,8,BPE  /2/8,666147
BPE  ,2,9,BPE  /2/9,680447
BPE  ,2,10,BPE  /2/10,694747
BPE  ,2,11,BPE  /2/11,709047
BPE  ,2,12,BPE  /2/12,723347
BPE  ,2,13,BPE  /2/13,737646
BPE  ,2,14,BPE  /2/14,751946
BPE  ,2,15,BPE  /2/15,766246
BPE  ,3,1,BPE  /3/1,688194
BPE  ,3,2,BPE  /3/2,704878
BPE  ,3,3,BPE  /3/3,721562
BPE  ,3,4,BPE  /3/4,738246
BPE  ,3,5,BPE  /3/5,754929
BPE  ,3,6,BPE  /3/6,771613
BPE  ,3,7,BPE  /3/7,788297
BPE  ,3,8,BPE  /3/8,804981
BPE  ,3,9,BPE  /3/9,821665
BPE  ,3,10,BPE  /3/10,838349
BPE  ,3,11,BPE  /3/11,855033
BPE  ,3,12,BPE  /3/12,871717
BPE  ,3,13,BPE  /3/13,888400
BPE  ,3,14,BPE  /3/14,905084
BPE  ,3,15,BPE  /3/15,921768
BPE  ,4,1,BPE  /4/1,999313
BPE  ,4,2,BPE  /4/2,1034764
BPE  ,4,3,BPE  /4/3,1070215
BPE  ,4,4,BPE  /4/4,1105666
BPE  ,4,5,BPE  /4/5,1141116
BPE  ,4,6,BPE  /4/6,1176567
BPE  ,4,7,BPE  /4/7,1212018
BPE  ,4,8,BPE  /4/8,1247469
BPE  ,4,9,BPE  /4/9,1282920
BPE  ,4,10,BPE  /4/10,1318371
BPE  ,4,11,BPE  /4/11,1353822
BPE  ,4,12,BPE  /4/12,1389273
BPE  ,4,13,BPE  /4/13,1424723
BPE  ,4,14,BPE  /4/14,1460174
BPE  ,4,15,BPE  /4/15,1495625
BPE  ,5,1,BPE  /5/1,1511168
BPE  ,5,2,BPE  /5/2,1558438
BPE  ,5,3,BPE  /5/3,1605708
BPE  ,5,4,BPE  /5/4,1652978
BPE  ,5,5,BPE  /5/5,1700247
BPE  ,5,6,BPE  /5/6,1747517
BPE  ,5,7,BPE  /5/7,1794787
BPE  ,5,8,BPE  /5/8,1842057
BPE  ,5,9,BPE  /5/9,1889327
BPE  ,5,10,BPE  /5/10,1936597
BPE  ,5,11,BPE  /5/11,1983867
BPE  ,5,12,BPE  /5/12,2031137
BPE  ,5,13,BPE  /5/13,2078406
BPE  ,5,14,BPE  /5/14,2125676
BPE  ,5,15,BPE  /5/15,2172946
BPE  ,6,1,BPE  /6/1,1757727
BPE  ,6,2,BPE  /6/2,1806983
BPE  ,6,3,BPE  /6/3,1856239
BPE  ,6,4,BPE  /6/4,1905495
BPE  ,6,5,BPE  /6/5,1954750
BPE  ,6,6,BPE  /6/6,2004006
BPE  ,6,7,BPE  /6/7,2053262
BPE  ,6,8,BPE  /6/8,2102518
BPE  ,6,9,BPE  /6/9,2151774
BPE  ,6,10,BPE  /6/10,2201030
BPE  ,6,11,BPE  /6/11,2250286
BPE  ,6,12,BPE  /6/12,2299542
BPE  ,6,13,BPE  /6/13,2348797
BPE  ,6,14,BPE  /6/14,2398053
BPE  ,6,15,BPE  /6/15,2447309
BPE  ,7,1,BPE  /7/1,1810987
BPE  ,7,2,BPE  /7/2,1862098
BPE  ,7,3,BPE  /7/3,1913209
BPE  ,7,4,BPE  /7/4,1964320
BPE  ,7,5,BPE  /7/5,2015430
BPE  ,7,6,BPE  /7/6,2066541
BPE  ,7,7,BPE  /7/7,2117652
BPE  ,7,8,BPE  /7/8,2168763
BPE  ,7,9,BPE  /7/9,2219874
BPE  ,7,10,BPE  /7/10,2270985
BPE  ,7,11,BPE  /7/11,2322096
BPE  ,7,12,BPE  /7/12,2373207
BPE  ,8,1,BPE  /8/1,1864247
BPE  ,8,2,BPE  /8/2,1917213
BPE  ,8,3,BPE  /8/3,1970179
BPE  ,8,4,BPE  /8/4,2023145
BPE  ,8,5,BPE  /8/5,2076110
BPE  ,8,6,BPE  /8/6,2129076
BPE  ,8,7,BPE  /8/7,2182042
BPE  ,8,8,BPE  /8/8,2235008
BPE  ,8,9,BPE  /8/9,2287974
BPE  ,8,10,BPE  /8/10,2340940
BPE  ,8,11,BPE  /8/11,2393906
BPE  ,8,12,BPE  /8/12,2446872
BPE  ,9,1,BPE  /9/1,2121564
BPE  ,9,2,BPE  /9/2,2182680
BPE  ,9,3,BPE  /9/3,2243796
BPE  ,9,4,BPE  /9/4,2304912
BPE  ,9,5,BPE  /9/5,2366027
BPE  ,9,6,BPE  /9/6,2427143
BPE  ,9,7,BPE  /9/7,2488259
BPE  ,9,8,BPE  /9/8,2549375
BPE  ,9,9,BPE  /9/9,2610491
BPE  ,9,10,BPE  /9/10,2671607
BPE  ,9,11,BPE  /9/11,2732723
BPE  ,9,12,BPE  /9/12,2793839
BPE  ,10,1,BPE  /10/1,2510169
BPE  ,10,2,BPE  /10/2,2580791
BPE  ,10,3,BPE  /10/3,2651413
BPE  ,10,4,BPE  /10/4,2722035
BPE  ,10,5,BPE  /10/5,2792656
BPE  ,10,6,BPE  /10/6,2863278
BPE  ,10,7,BPE  /10/7,2933900
BPE  ,10,8,BPE  /10/8,3004522
BPE  ,10,9,BPE  /10/9,3075144
BPE  ,10,10,BPE  /10/10,3145766
BPE  ,10,11,BPE  /10/11,3216388
BPE  ,10,12,BPE  /10/12,3287010
BPE  ,12,1,BPE  /12/1,2798815
BPE  ,12,2,BPE  /12/2,2882771
BPE  ,12,3,BPE  /12/3,2966727
BPE  ,12,4,BPE  /12/4,3050683
BPE  ,12,5,BPE  /12/5,3134638
BPE  ,12,6,BPE  /12/6,3218594
BPE  ,12,7,BPE  /12/7,3302550
BPE  ,12,8,BPE  /12/8,3386506
BPE  ,12,9,BPE  /12/9,3470462
BPE  ,12,10,BPE  /12/10,3554418
BPE  ,12,11,BPE  /12/11,3638374
BPE  ,12,12,BPE  /12/12,3722330
BPE  ,13,1,BPE  /13/1,3039358
BPE  ,13,2,BPE  /13/2,3142904
BPE  ,13,3,BPE  /13/3,3246450
BPE  ,13,4,BPE  /13/4,3349996
BPE  ,13,5,BPE  /13/5,3453541
BPE  ,13,6,BPE  /13/6,3557087
BPE  ,13,7,BPE  /13/7,3660633
BPE  ,13,8,BPE  /13/8,3764179
BPE  ,13,9,BPE  /13/9,3867725
BPE  ,13,10,BPE  /13/10,3971271
BPE  ,13,11,BPE  /13/11,4074817
BPE  ,13,12,BPE  /13/12,4178363
BPE  ,14,1,BPE  /14/1,3279869
BPE  ,14,2,BPE  /14/2,3404240
BPE  ,14,3,BPE  /14/3,3528611
BPE  ,14,4,BPE  /14/4,3652982
BPE  ,14,5,BPE  /14/5,3777352
BPE  ,14,6,BPE  /14/6,3901723
BPE  ,14,7,BPE  /14/7,4026094
BPE  ,14,8,BPE  /14/8,4150465
BPE  ,14,9,BPE  /14/9,4274836
BPE  ,14,10,BPE  /14/10,4399207
BPE  ,15,1,BPE  /15/1,5025517
BPE  ,15,2,BPE  /15/2,5164597
BPE  ,15,3,BPE  /15/3,5303677
BPE  ,15,4,BPE  /15/4,5442757
BPE  ,15,5,BPE  /15/5,5581836
BPE  ,15,6,BPE  /15/6,5720916
BPE  ,15,7,BPE  /15/7,5859996
BPE  ,15,8,BPE  /15/8,5999076
BPE  ,15,9,BPE  /15/9,6138156
BPE  ,15,10,BPE  /15/10,6277236
BPE  ,16,1,BPE  /16/1,6273906
BPE  ,16,2,BPE  /16/2,6430376
BPE  ,16,3,BPE  /16/3,6586846
BPE  ,16,4,BPE  /16/4,6743316
BPE  ,16,5,BPE  /16/5,6899785
BPE  ,16,6,BPE  /16/6,7056255
BPE  ,16,7,BPE  /16/7,7212725
BPE  ,16,8,BPE  /16/8,7369195
BPE  ,16,9,BPE  /16/9,7525665
BPE  ,16,10,BPE  /16/10,7682135
BPE  ,17,1,BPE  /17/1,7600767
BPE  ,17,2,BPE  /17/2,7835463
BPE  ,17,3,BPE  /17/3,8070159
BPE  ,17,4,BPE  /17/4,8304855
BPE  ,17,5,BPE  /17/5,8539550
BPE  ,17,6,BPE  /17/6,8774246
BPE  ,17,7,BPE  /17/7,9008942
BPE  ,17,8,BPE  /17/8,9243638
BPE  ,17,9,BPE  /17/9,9478334
BPE  ,17,10,BPE  /17/10,9713030
EFCC,1,1,EFCC/1/1,491568
EFCC,1,2,EFCC/1/2,503485
EFCC,1,3,EFCC/1/3,515402
EFCC,1,4,EFCC/1/4,527319
EFCC,1,5,EFCC/1/5,539235
EFCC,1,6,EFCC/1/6,551152
EFCC,1,7,EFCC/1/7,563069
EFCC,1,8,EFCC/1/8,574986
EFCC,1,9,EFCC/1/9,586902
EFCC,1,10,EFCC/1/10,598819
EFCC,1,11,EFCC/1/11,610736
EFCC,1,12,EFCC/1/12,622653
EFCC,1,13,EFCC/1/13,634569
EFCC,1,14,EFCC/1/14,646486
EFCC,1,15,EFCC/1/15,658403
EFCC,2,1,EFCC/2/1,566048
EFCC,2,2,EFCC/2/2,580348
EFCC,2,3,EFCC/2/3,594648
EFCC,2,4,EFCC/2/4,608948
EFCC,2,5,EFCC/2/5,623247
EFCC,2,6,EFCC/2/6,637547
EFCC,2,7,EFCC/2/7,651847
EFCC,2,8,EFCC/2/8,666147
EFCC,2,9,EFCC/2/9,680447
EFCC,2,10,EFCC/2/10,694747
EFCC,2,11,EFCC/2/11,709047
EFCC,2,12,EFCC/2/12,723347
EFCC,2,13,EFCC/2/13,737646
EFCC,2,14,EFCC/2/14,751946
EFCC,2,15,EFCC/2/15,766246
EFCC,3,1,EFCC/3/1,688194
EFCC,3,2,EFCC/3/2,704878
EFCC,3,3,EFCC/3/3,721562
EFCC,3,4,EFCC/3/4,738246
EFCC,3,5,EFCC/3/5,754929
EFCC,3,6,EFCC/3/6,771613
EFCC,3,7,EFCC/3/7,788297
EFCC,3,8,EFCC/3/8,804981
EFCC,3,9,EFCC/3/9,821665
EFCC,3,10,EFCC/3/10,838349
EFCC,3,11,EFCC/3/11,855033
EFCC,3,12,EFCC/3/12,871717
EFCC,3,13,EFCC/3/13,888400
EFCC,3,14,EFCC/3/14,905084
EFCC,3,15,EFCC/3/15,921768
EFCC,4,1,EFCC/4/1,999313
EFCC,4,2,EFCC/4/2,1034764
EFCC,4,3,EFCC/4/3,1070215
EFCC,4,4,EFCC/4/4,1105666
EFCC,4,5,EFCC/4/5,1141116
EFCC,4,6,EFCC/4/6,1176567
EFCC,4,7,EFCC/4/7,1212018
EFCC,4,8,EFCC/4/8,1247469
EFCC,4,9,EFCC/4/9,1282920
EFCC,4,10,EFCC/4/10,1318371
EFCC,4,11,EFCC/4/11,1353822
EFCC,4,12,EFCC/4/12,1389273
EFCC,4,13,EFCC/4/13,1424723
EFCC,4,14,EFCC/4/14,1460174
EFCC,4,15,EFCC/4/15,1495625
EFCC,5,1,EFCC/5/1,1511168
EFCC,5,2,EFCC/5/2,1558438
EFCC,5,3,EFCC/5/3,1605708
EFCC,5,4,EFCC/5/4,1652978
EFCC,5,5,EFCC/5/5,1700247
EFCC,5,6,EFCC/5/6,1747517
EFCC,5,7,EFCC/5/7,1794787
EFCC,5,8,EFCC/5/8,1842057
EFCC,5,9,EFCC/5/9,1889327
EFCC,5,10,EFCC/5/10,1936597
EFCC,5,11,EFCC/5/11,1983867
EFCC,5,12,EFCC/5/12,2031137
EFCC,5,13,EFCC/5/13,2078406
EFCC,5,14,EFCC/5/14,2125676
EFCC,5,15,EFCC/5/15,2172946
EFCC,6,1,EFCC/6/1,1757727
EFCC,6,2,EFCC/6/2,1806983
EFCC,6,3,EFCC/6/3,1856239
EFCC,6,4,EFCC/6/4,1905495
EFCC,6,5,EFCC/6/5,1954750
EFCC,6,6,EFCC/6/6,2004006
EFCC,6,7,EFCC/6/7,2053262
EFCC,6,8,EFCC/6/8,2102518
EFCC,6,9,EFCC/6/9,2151774
EFCC,6,10,EFCC/6/10,2201030
EFCC,6,11,EFCC/6/11,2250286
EFCC,6,12,EFCC/6/12,2299542
EFCC,6,13,EFCC/6/13,2348797
EFCC,6,14,EFCC/6/14,2398053
EFCC,6,15,EFCC/6/15,2447309
EFCC,7,1,EFCC/7/1,1810987
EFCC,7,2,EFCC/7/2,1862098
EFCC,7,3,EFCC/7/3,1913209
EFCC,7,4,EFCC/7/4,1964320
EFCC,7,5,EFCC/7/5,2015430
EFCC,7,6,EFCC/7/6,2066541
EFCC,7,7,EFCC/7/7,2117652
EFCC,7,8,EFCC/7/8,2168763
EFCC,7,9,EFCC/7/9,2219874
EFCC,7,10,EFCC/7/10,2270985
EFCC,7,11,EFCC/7/11,2322096
EFCC,7,12,EFCC/7/12,2373207
EFCC,8,1,EFCC/8/1,1864247
EFCC,8,2,EFCC/8/2,1917213
EFCC,8,3,EFCC/8/3,1970179
EFCC,8,4,EFCC/8/4,2023145
EFCC,8,5,EFCC/8/5,2076110
EFCC,8,6,EFCC/8/6,2129076
EFCC,8,7,EFCC/8/7,2182042
EFCC,8,8,EFCC/8/8,2235008
EFCC,8,9,EFCC/8/9,2287974
EFCC,8,10,EFCC/8/10,2340940
EFCC,8,11,EFCC/8/11,2393906
EFCC,8,12,EFCC/8/12,2446872
EFCC,9,1,EFCC/9/1,2121564
EFCC,9,2,EFCC/9/2,2182680
EFCC,9,3,EFCC/9/3,2243796
EFCC,9,4,EFCC/9/4,2304912
EFCC,9,5,EFCC/9/5,2366027
EFCC,9,6,EFCC/9/6,2427143
EFCC,9,7,EFCC/9/7,2488259
EFCC,9,8,EFCC/9/8,2549375
EFCC,9,9,EFCC/9/9,2610491
EFCC,9,10,EFCC/9/10,2671607
EFCC,9,11,EFCC/9/11,2732723
EFCC,9,12,EFCC/9/12,2793839
EFCC,10,1,EFCC/10/1,2510169
EFCC,10,2,EFCC/10/2,2580791
EFCC,10,3,EFCC/10/3,2651413
EFCC,10,4,EFCC/10/4,2722035
EFCC,10,5,EFCC/10/5,2792656
EFCC,10,6,EFCC/10/6,2863278
EFCC,10,7,EFCC/10/7,2933900
EFCC,10,8,EFCC/10/8,3004522
EFCC,10,9,EFCC/10/9,3075144
EFCC,10,10,EFCC/10/10,3145766
EFCC,10,11,EFCC/10/11,3216388
EFCC,10,12,EFCC/10/12,3287010
EFCC,12,1,EFCC/12/1,2798815
EFCC,12,2,EFCC/12/2,2882771
EFCC,12,3,EFCC/12/3,2966727
EFCC,12,4,EFCC/12/4,3050683
EFCC,12,5,EFCC/12/5,3134638
EFCC,12,6,EFCC/12/6,3218594
EFCC,12,7,EFCC/12/7,3302550
EFCC,12,8,EFCC/12/8,3386506
EFCC,12,9,EFCC/12/9,3470462
EFCC,12,10,EFCC/12/10,3554418
EFCC,12,11,EFCC/12/11,3638374
EFCC,12,12,EFCC/12/12,3722330
EFCC,13,1,EFCC/13/1,3039358
EFCC,13,2,EFCC/13/2,3142904
EFCC,13,3,EFCC/13/3,3246450
EFCC,13,4,EFCC/13/4,3349996
EFCC,13,5,EFCC/13/5,3453541
EFCC,13,6,EFCC/13/6,3557087
EFCC,13,7,EFCC/13/7,3660633
EFCC,13,8,EFCC/13/8,3764179
EFCC,13,9,EFCC/13/9,3867725
EFCC,13,10,EFCC/13/10,3971271
EFCC,13,11,EFCC/13/11,4074817
EFCC,13,12,EFCC/13/12,4178363
EFCC,14,1,EFCC/14/1,3279869
EFCC,14,2,EFCC/14/2,3404240
EFCC,14,3,EFCC/14/3,3528611
EFCC,14,4,EFCC/14/4,3652982
EFCC,14,5,EFCC/14/5,3777352
EFCC,14,6,EFCC/14/6,3901723
EFCC,14,7,EFCC/14/7,4026094
EFCC,14,8,EFCC/14/8,4150465
EFCC,14,9,EFCC/14/9,4274836
EFCC,14,10,EFCC/14/10,4399207
EFCC,15,1,EFCC/15/1,5025517
EFCC,15,2,EFCC/15/2,5164597
EFCC,15,3,EFCC/15/3,5303677
EFCC,15,4,EFCC/15/4,5442757
EFCC,15,5,EFCC/15/5,5581836
EFCC,15,6,EFCC/15/6,5720916
EFCC,15,7,EFCC/15/7,5859996
EFCC,15,8,EFCC/15/8,5999076
EFCC,15,9,EFCC/15/9,6138156
EFCC,15,10,EFCC/15/10,6277236
EFCC,16,1,EFCC/16/1,6273906
EFCC,16,2,EFCC/16/2,6430376
EFCC,16,3,EFCC/16/3,6586846
EFCC,16,4,EFCC/16/4,6743316
EFCC,16,5,EFCC/16/5,6899785
EFCC,16,6,EFCC/16/6,7056255
EFCC,16,7,EFCC/16/7,7212725
EFCC,16,8,EFCC/16/8,7369195
EFCC,16,9,EFCC/16/9,7525665
EFCC,16,10,EFCC/16/10,7682135
EFCC,17,1,EFCC/17/1,7600767
EFCC,17,2,EFCC/17/2,7835463
EFCC,17,3,EFCC/17/3,8070159
EFCC,17,4,EFCC/17/4,8304855
EFCC,17,5,EFCC/17/5,8539550
EFCC,17,6,EFCC/17/6,8774246
EFCC,17,7,EFCC/17/7,9008942
EFCC,17,8,EFCC/17/8,9243638
EFCC,17,9,EFCC/17/9,9478334
EFCC,17,10,EFCC/17/10,9713030
ICPC,1,1,ICPC/1/1,491568
ICPC,1,2,ICPC/1/2,503485
ICPC,1,3,ICPC/1/3,515402
ICPC,1,4,ICPC/1/4,527319
ICPC,1,5,ICPC/1/5,539235
ICPC,1,6,ICPC/1/6,551152
ICPC,1,7,ICPC/1/7,563069
ICPC,1,8,ICPC/1/8,574986
ICPC,1,9,ICPC/1/9,586902
ICPC,1,10,ICPC/1/10,598819
ICPC,1,11,ICPC/1/11,610736
ICPC,1,12,ICPC/1/12,622653
ICPC,1,13,ICPC/1/13,634569
ICPC,1,14,ICPC/1/14,646486
ICPC,1,15,ICPC/1/15,658403
ICPC,2,1,ICPC/2/1,566048
ICPC,2,2,ICPC/2/2,580348
ICPC,2,3,ICPC/2/3,594648
ICPC,2,4,ICPC/2/4,608948
ICPC,2,5,ICPC/2/5,623247
ICPC,2,6,ICPC/2/6,637547
ICPC,2,7,ICPC/2/7,651847
ICPC,2,8,ICPC/2/8,666147
ICPC,2,9,ICPC/2/9,680447
ICPC,2,10,ICPC/2/10,694747
ICPC,2,11,ICPC/2/11,709047
ICPC,2,12,ICPC/2/12,723347
ICPC,2,13,ICPC/2/13,737646
ICPC,2,14,ICPC/2/14,751946
ICPC,2,15,ICPC/2/15,766246
ICPC,3,1,ICPC/3/1,688194
ICPC,3,2,ICPC/3/2,704878
ICPC,3,3,ICPC/3/3,721562
ICPC,3,4,ICPC/3/4,738246
ICPC,3,5,ICPC/3/5,754929
ICPC,3,6,ICPC/3/6,771613
ICPC,3,7,ICPC/3/7,788297
ICPC,3,8,ICPC/3/8,804981
ICPC,3,9,ICPC/3/9,821665
ICPC,3,10,ICPC/3/10,838349
ICPC,3,11,ICPC/3/11,855033
ICPC,3,12,ICPC/3/12,871717
ICPC,3,13,ICPC/3/13,888400
ICPC,3,14,ICPC/3/14,905084
ICPC,3,15,ICPC/3/15,921768
ICPC,4,1,ICPC/4/1,999313
ICPC,4,2,ICPC/4/2,1034764
ICPC,4,3,ICPC/4/3,1070215
ICPC,4,4,ICPC/4/4,1105666
ICPC,4,5,ICPC/4/5,1141116
ICPC,4,6,ICPC/4/6,1176567
ICPC,4,7,ICPC/4/7,1212018
ICPC,4,8,ICPC/4/8,1247469
ICPC,4,9,ICPC/4/9,1282920
ICPC,4,10,ICPC/4/10,1318371
ICPC,4,11,ICPC/4/11,1353822
ICPC,4,12,ICPC/4/12,1389273
ICPC,4,13,ICPC/4/13,1424723
ICPC,4,14,ICPC/4/14,1460174
ICPC,4,15,ICPC/4/15,1495625
ICPC,5,1,ICPC/5/1,1511168
ICPC,5,2,ICPC/5/2,1558438
ICPC,5,3,ICPC/5/3,1605708
ICPC,5,4,ICPC/5/4,1652978
ICPC,5,5,ICPC/5/5,1700247
ICPC,5,6,ICPC/5/6,1747517
ICPC,5,7,ICPC/5/7,1794787
ICPC,5,8,ICPC/5/8,1842057
ICPC,5,9,ICPC/5/9,1889327
ICPC,5,10,ICPC/5/10,1936597
ICPC,5,11,ICPC/5/11,1983867
ICPC,5,12,ICPC/5/12,2031137
ICPC,5,13,ICPC/5/13,2078406
ICPC,5,14,ICPC/5/14,2125676
ICPC,5,15,ICPC/5/15,2172946
ICPC,6,1,ICPC/6/1,1757727
ICPC,6,2,ICPC/6/2,1806983
ICPC,6,3,ICPC/6/3,1856239
ICPC,6,4,ICPC/6/4,1905495
ICPC,6,5,ICPC/6/5,1954750
ICPC,6,6,ICPC/6/6,2004006
ICPC,6,7,ICPC/6/7,2053262
ICPC,6,8,ICPC/6/8,2102518
ICPC,6,9,ICPC/6/9,2151774
ICPC,6,10,ICPC/6/10,2201030
ICPC,6,11,ICPC/6/11,2250286
ICPC,6,12,ICPC/6/12,2299542
ICPC,6,13,ICPC/6/13,2348797
ICPC,6,14,ICPC/6/14,2398053
ICPC,6,15,ICPC/6/15,2447309
ICPC,7,1,ICPC/7/1,1810987
ICPC,7,2,ICPC/7/2,1862098
ICPC,7,3,ICPC/7/3,1913209
ICPC,7,4,ICPC/7/4,1964320
ICPC,7,5,ICPC/7/5,2015430
ICPC,7,6,ICPC/7/6,2066541
ICPC,7,7,ICPC/7/7,2117652
ICPC,7,8,ICPC/7/8,2168763
ICPC,7,9,ICPC/7/9,2219874
ICPC,7,10,ICPC/7/10,2270985
ICPC,7,11,ICPC/7/11,2322096
ICPC,7,12,ICPC/7/12,2373207
ICPC,8,1,ICPC/8/1,1864247
ICPC,8,2,ICPC/8/2,1917213
ICPC,8,3,ICPC/8/3,1970179
ICPC,8,4,ICPC/8/4,2023145
ICPC,8,5,ICPC/8/5,2076110
ICPC,8,6,ICPC/8/6,2129076
ICPC,8,7,ICPC/8/7,2182042
ICPC,8,8,ICPC/8/8,2235008
ICPC,8,9,ICPC/8/9,2287974
ICPC,8,10,ICPC/8/10,2340940
ICPC,8,11,ICPC/8/11,2393906
ICPC,8,12,ICPC/8/12,2446872
ICPC,9,1,ICPC/9/1,2121564
ICPC,9,2,ICPC/9/2,2182680
ICPC,9,3,ICPC/9/3,2243796
ICPC,9,4,ICPC/9/4,2304912
ICPC,9,5,ICPC/9/5,2366027
ICPC,9,6,ICPC/9/6,2427143
ICPC,9,7,ICPC/9/7,2488259
ICPC,9,8,ICPC/9/8,2549375
ICPC,9,9,ICPC/9/9,2610491
ICPC,9,10,ICPC/9/10,2671607
ICPC,9,11,ICPC/9/11,2732723
ICPC,9,12,ICPC/9/12,2793839
ICPC,10,1,ICPC/10/1,2510169
ICPC,10,2,ICPC/10/2,2580791
ICPC,10,3,ICPC/10/3,2651413
ICPC,10,4,ICPC/10/4,2722035
ICPC,10,5,ICPC/10/5,2792656
ICPC,10,6,ICPC/10/6,2863278
ICPC,10,7,ICPC/10/7,2933900
ICPC,10,8,ICPC/10/8,3004522
ICPC,10,9,ICPC/10/9,3075144
ICPC,10,10,ICPC/10/10,3145766
ICPC,10,11,ICPC/10/11,3216388
ICPC,10,12,ICPC/10/12,3287010
ICPC,12,1,ICPC/12/1,2798815
ICPC,12,2,ICPC/12/2,2882771
ICPC,12,3,ICPC/12/3,2966727
ICPC,12,4,ICPC/12/4,3050683
ICPC,12,5,ICPC/12/5,3134638
ICPC,12,6,ICPC/12/6,3218594
ICPC,12,7,ICPC/12/7,3302550
ICPC,12,8,ICPC/12/8,3386506
ICPC,12,9,ICPC/12/9,3470462
ICPC,12,10,ICPC/12/10,3554418
ICPC,12,11,ICPC/12/11,3638374
ICPC,12,12,ICPC/12/12,3722330
ICPC,13,1,ICPC/13/1,3039358
ICPC,13,2,ICPC/13/2,3142904
ICPC,13,3,ICPC/13/3,3246450
ICPC,13,4,ICPC/13/4,3349996
ICPC,13,5,ICPC/13/5,3453541
ICPC,13,6,ICPC/13/6,3557087
ICPC,13,7,ICPC/13/7,3660633
ICPC,13,8,ICPC/13/8,3764179
ICPC,13,9,ICPC/13/9,3867725
ICPC,13,10,ICPC/13/10,3971271
ICPC,13,11,ICPC/13/11,4074817
ICPC,13,12,ICPC/13/12,4178363
ICPC,14,1,ICPC/14/1,3279869
ICPC,14,2,ICPC/14/2,3404240
ICPC,14,3,ICPC/14/3,3528611
ICPC,14,4,ICPC/14/4,3652982
ICPC,14,5,ICPC/14/5,3777352
ICPC,14,6,ICPC/14/6,3901723
ICPC,14,7,ICPC/14/7,4026094
ICPC,14,8,ICPC/14/8,4150465
ICPC,14,9,ICPC/14/9,4274836
ICPC,14,10,ICPC/14/10,4399207
ICPC,15,1,ICPC/15/1,5025517
ICPC,15,2,ICPC/15/2,5164597
ICPC,15,3,ICPC/15/3,5303677
ICPC,15,4,ICPC/15/4,5442757
ICPC,15,5,ICPC/15/5,5581836
ICPC,15,6,ICPC/15/6,5720916
ICPC,15,7,ICPC/15/7,5859996
ICPC,15,8,ICPC/15/8,5999076
ICPC,15,9,ICPC/15/9,6138156
ICPC,15,10,ICPC/15/10,6277236
ICPC,16,1,ICPC/16/1,6273906
ICPC,16,2,ICPC/16/2,6430376
ICPC,16,3,ICPC/16/3,6586846
ICPC,16,4,ICPC/16/4,6743316
ICPC,16,5,ICPC/16/5,6899785
ICPC,16,6,ICPC/16/6,7056255
ICPC,16,7,ICPC/16/7,7212725
ICPC,16,8,ICPC/16/8,7369195
ICPC,16,9,ICPC/16/9,7525665
ICPC,16,10,ICPC/16/10,7682135
ICPC,17,1,ICPC/17/1,7600767
ICPC,17,2,ICPC/17/2,7835463
ICPC,17,3,ICPC/17/3,8070159
ICPC,17,4,ICPC/17/4,8304855
ICPC,17,5,ICPC/17/5,8539550
ICPC,17,6,ICPC/17/6,8774246
